,user_id,probability,churn
0,!!??!?,0.42668191246065956,True
1,!!ㅇㅈㅁ!!,0.28419966004950076,False
2,!i!i!,0.30726953137524843,False
3,!•c•!,0.3059587407538205,False
4,!ㅇㅁㅇ!,0.2922038963183814,False
5,!안녕하세용!,0.14940780323579858,False
6,!티키타!,0.33491324513011017,False
7,##menow,0.5046127609974563,True
8,#0610,0.344030262104304,False
9,#3#,0.16808236827577452,False
10,#@#@#@#,0.025357650576685695,False
11,#LoveMeALittle,0.1311021815755987,False
12,#^_^,0.14117030543105868,False
13,#_,0.2670031837975366,False
14,#menow,0.16593119050462612,False
15,#따봉도치,0.5194731164466669,True
16,#마시따,0.3229730848725543,False
17,#어바웃키친,0.2098124227451966,False
18,#유월,0.394505322894543,False
19,#호갓,0.3640744500193492,False
20,$#%,0.1045153717694056,False
21,$.,0.04024880058061139,False
22,$cepter,0.19926019884079488,False
23,$hit,0.30926380084545757,False
24,$¥€,0.16751022487832712,False
25,$ㅌx,0.2351442046745928,False
26,$홍석천머리끈$,0.1347316193841774,False
27,*#***,0.02900136418564369,False
28,*BIGBOSS*,0.03201299798164555,False
29,*^*^,0.150645356727148,False
30,*~lksoml~*,0.4101146090643426,False
31,*도야지*,0.45062443750560505,True
32,*율무*,0.12093054463065782,False
33,*지니1*,0.06271118404705994,False
34,",,,.,",0.01351022345010646,False
35,--ㅇ0ㅇ--,0.08547281031536977,False
36,-@_@-,0.13729883784172295,False
37,-_-22,0.07763583757930562,False
38,-_-vzz,0.08594071920395101,False
39,-allure-,0.6002513423092526,True
40,-kim-,0.07905879614409016,False
41,-³-,0.03961834499826929,False
42,-ㅇ◇ㅇ-,0.19912502037471014,False
43,-라이또,0.15539784727473194,False
44,-지니,0.041882878341175524,False
45,. Logan,0.04450852237055795,False
46,... 더 보기,0.1430135057351137,False
47,..’,0.1248697562173889,False
48,..”!“..,0.13257737434648412,False
49,..어쩌라고,0.02278707974336067,False
50,.80,0.18524398974769454,False
51,.DOI.,0.14082821184907857,False
52,.JIN,0.11125529031948235,False
53,.Jongmini.,0.27500763404159917,False
54,"._.,,",0.332823010960912,False
55,._._._._._.__.,0.3694766751123952,False
56,._.지은,0.2578148367312119,False
57,.______.,0.18159112178330894,False
58,.____________.!,0.364687040982492,False
59,.junie,0.4904334469999567,True
60,.zip,0.4087589762047352,False
61,.◜◡◝.,0.28716017164052116,False
62,.ㅡ.ㅡ..ㅡㅡ.,0.2175257138171501,False
63,.다니입임네닉 인중용사 미이,0.15553967669239285,False
64,.륜.,0.06250286142791946,False
65,.서리.,0.24854595178733577,False
66,.신사,0.3280325883584139,False
67,.연해주,0.25561500165163403,False
68,.짐니,0.4737227278696973,True
69,0...,0.23700016587321704,False
70,0.01%,0.10617304014442017,False
71,0.2_,0.19985715352801559,False
72,00 음... 어디보자~,0.039753614017629814,False
73,00000040,0.3348683819014009,False
74,0000082,0.4085136833981073,False
75,0001200,0.06281487295225552,False
76,000126,0.4144732878141934,False
77,00030,0.3499104616571692,False
78,00224,0.4423338899981681,True
79,002yh02,0.212515648200521,False
80,00323,0.07291392035529631,False
81,0040막,0.5135815503116448,True
82,007DC,0.0477282550837726,False
83,0099oo,0.27606167091092954,False
84,00__jj,0.27464184177265066,False
85,00오잉00,0.6626301117393504,True
86,00지구00,0.09732817131493958,False
87,0100110,0.2861807394396473,False
88,01020304,0.21346319639122846,False
89,010311,0.6774256790929662,True
90,010굿럭,0.7185082077490078,True
91,0112233,0.22190660993021258,False
92,01240124,0.20779926110576613,False
93,01650039,0.21747941743352778,False
94,01년생 승원,0.22034850389333158,False
95,01보,0.33442145024690595,False
96,01빈,0.049454667579786886,False
97,01큐종,0.12584528805845308,False
98,020818,0.08000310164908654,False
99,022155,0.19536790673918147,False
100,02356,0.13106049147261106,False
101,02young_,0.20208197061645422,False
102,0303m,0.1998415741601909,False
103,031231,0.524457158666946,True
104,03125,0.11183935020129941,False
105,0317s,0.17635096173355053,False
106,0320abc,0.03587414853917572,False
107,03301,0.12051899455333225,False
108,0381938,0.5827088314519591,True
109,03_dnjs,0.17488633697482017,False
110,03d_.0,0.08051677319058381,False
111,03h,0.2358201571775687,False
112,0400,0.17117878136720477,False
113,040401s,0.1340347749492526,False
114,0416.J,0.044452327489699066,False
115,0472818,0.32161533436263445,False
116,04_29._.br,0.014734754108395096,False
117,04wltjs04,0.23946082937348856,False
118,05 syyu,0.06762188921338674,False
119,05 옷알못,0.6251161599781813,True
120,0516.,0.4210763249246844,False
121,06.l1,0.02165527335047864,False
122,0607jangjh,0.7088844260365493,True
123,06104,0.07049751904428417,False
124,06X22,0.1122124595793432,False
125,070202,0.06043109495690112,False
126,0706joy,0.23387904831989145,False
127,07joon,0.33517142406930484,False
128,08028,0.4050468802443219,False
129,0902욜로,0.43927610852174354,True
130,0914HM1025,0.07104390718682235,False
131,098764,0.7799229105477709,True
132,099999,0.040076605949449534,False
133,09AN,0.27872569843051576,False
134,09_11,0.2510161556868461,False
135,09즐라탄이브라히모비치,0.23387005215486167,False
136,0Mm_.odo.3,0.35861389013285866,False
137,0SUN0,0.3683638505047589,False
138,0_01234,0.01863677502021085,False
139,0_________0,0.10469397842310718,False
140,0_da,0.2015442790289009,False
141,0_geun,0.5304551188342874,True
142,0_wooooooooooo,0.3594948809523551,False
143,0_zoooo,0.3828322620332884,False
144,0_“,0.052322262924875115,False
145,0dumb,0.34475141442782686,False
146,0epi1,0.0830766571039681,False
147,0gyuni,0.4472898745880173,True
148,0hj7,0.24777130554813356,False
149,0hwanee,0.3586942107705297,False
150,0in_k_,0.2505510591677086,False
151,0kins,0.3262266373214406,False
152,0kr,0.09514956680822206,False
153,0l_chaewon,0.28414297239723607,False
154,0m2h,0.478973884520579,True
155,0min22,0.5160663520278572,True
156,0pen_the_cl0set,0.37325280328296756,False
157,0qop0,0.16226916200913458,False
158,0sezero,0.20210403880503028,False
159,0sikmarrang,0.07290888717195565,False
160,0ss,0.1128377581736176,False
161,0too,0.11253057516224263,False
162,0w0b,0.22226161277748815,False
163,0wert,0.7809917197659413,True
164,0winter0,0.06165559407471326,False
165,0괴물0,0.07227763766428541,False
166,0뚜찌빠찌0,0.1508739791944135,False
167,0몽돌0,0.1974785813636764,False
168,0소우주0,0.20705051948676706,False
169,0오니즈카0,0.4075832578064475,False
170,0쟈니0,0.18866674967883634,False
171,0짱나라0,0.5942400532951874,True
172,0찬,0.15809888077858592,False
173,0피르미누0,0.46040090363808056,True
174,0황도0,0.3231576077271923,False
175,0휴일,0.18658336294988115,False
176,1 4,0.10534477271223756,False
177,1.618033988,0.08010207448305035,False
178,1000001,0.1390431328718663,False
179,10000JA,0.027898108028696616,False
180,1000_ys,0.145057462893757,False
181,1000ㅎㅈ,0.1804877350294236,False
182,1000규,0.06518504288471556,False
183,1000만원,0.3744650827457709,False
184,1000프,0.11213737253688565,False
185,1004ye,0.14351204830680872,False
186,1004희야,0.20855760083999006,False
187,100G1,0.24534627601474224,False
188,100_js_,0.3793180890150272,False
189,100m공유,0.6533950544816409,True
190,100ㅇㅈ,0.3203391278364978,False
191,100서현,0.4111251944912637,False
192,100프로자연미인,0.056738938837471775,False
193,102,0.15356042920614907,False
194,1020292929,0.4733170111208135,True
195,1029476,0.25904929612740046,False
196,102TV,0.2958823014221408,False
197,1030D,0.2678951427417511,False
198,1038485,0.5509948904096325,True
199,103rmv,0.5403839431628463,True
200,10639,0.2943545283084093,False
201,107T,0.25819470709353876,False
202,108945632,0.5481359525946654,True
203,108호,0.8392523671182813,True
204,1092828,0.14917373704978826,False
205,10J,0.556921169438041,True
206,10V2U2,0.30397971951537767,False
207,10_16,0.2972815266741797,False
208,10chang,0.1208577785713603,False
209,10stone,0.1098513298349271,False
210,10년차 몬베베,0.1448804002865609,False
211,10분거리,0.3224829107351195,False
212,10우,0.3754195020614265,False
213,10월마지막밤,0.057840217882882294,False
214,11.10kg,0.5069892511205404,True
215,11024,0.2779582879641198,False
216,111019,0.4689724499153987,True
217,1111112비,0.2279565143777642,False
218,111134별,0.13266709261590912,False
