,document,spac_doc,token_doc
3038,너무 예쁜 여러분들도 반팔티입니다 터틀넥니트입니다 사십쇼오 사십쇼 색상 진리 셔츠는,너무 예쁜 여러분들도 반팔티입니다 터틀넥 니트입니다 사십쇼오 사십쇼 색상 진리 셔츠는,"['예쁘다', '니트', '색상', '셔츠']"
3039,예뻐요 실물이더예쁘고사이즈도잘맞아요 색감두 예쁜 그래픽이 되어서 됩니다쨍한게 선물해줬는데 포인트가 심플하지만,예뻐요 실물이 더 예쁘고 사이즈도 잘 맞아요 색 감두 예쁜 그래픽이 되어서 됩니다쨍한 게 선물해줬는데 포인트가 심플하지만,"['예쁘다', '실물', '예쁘다', '사이즈', '자다', '맞다', '예쁘다', '그래픽', '선물', '해주다', '포인트', '심플']"
3040,편해요 입어야겠어요 완전 싸이즈 맘에들어요 딱이고 놀러가서,편해요 입어야겠어요 완전 싸이즈 맘에 들어 요 딱이고 놀러가서,"['편하다', '입다', '싸이', '딱이다', '놀다']"
3041,편해요 크롭이라 착용감 짧지않은 좋아요 입기 너무,편해요 크롭이라 착용 감 짧지 않은 좋아요 입 기 너무,"['편하다', '크롭', '착용', '짧다', '좋다']"
3042,너무 만족스럽습니다 항상 환해지는 추천합니다제가갖고싶던디자인색까지 완벽해료 자주사용할거같아요 보라색 좋나요 맘에들어요면도좋고,너무 만족스럽습니다 항상 환해지는 추천합니다제가 갖고 싶던 디자인 색까지 완벽 해료 자주 사용할 거 같아 요 보라색 좋나요 맘에 들어 요면도 좋고,"['만족스럽다', '항상', '환하다', '추천', '갖다', '디자인', '자주', '사용', '보라색', '좋다', '좋다']"
3043,아주 세탁이나 제품의 땀에 없겠네요 뛰어납니다 변형이 소재가 구매했어요 느낌핏은,아주 세탁이나 제품의 땀에 없겠네요 뛰어납니다 변형이 소재가 구매했어요 느낌핏은,"['아주', '세탁', '제품', '뛰어나다', '변형', '소재', '구매']"
3044,아닌상태이구요 쓸만합니다 적당히 모공때문에 이만저만이 드라마틱하게는 사용해볼려고 저렴해서 구매했고 고민이,아닌 상태이구요 쓸만합니다 적당히 모공 때문에 이만 저만이 드라마틱하게는 사용해볼려 고 저렴해서 구매했고 고민이,"['상태', '이구', '쓸다', '적당하다', '모공', '이만', '사용', '해보다', '저렴하다', '구매', '고민']"
3045,정말 생각보다 않을 따뜻해요 따뜻하지 그렇게 알았는데 편하네요 편하기는 편할까,정말 생각보다 않을 따뜻해 요 따뜻하지 그렇게 알았는데 편하네요 편하기는 편할까,"['생각', '따뜻하다', '따뜻하다', '편하다', '편하다', '편하다']"
3046,적당히 정사로 폭신하니 가셔도 될거같아요 기능화네요 수분감이 오래가서 세정력도 물같지않고,적당히 정사로 폭신하니 가셔도 될 거 같아 요 기능화네요 수분감이 오래 가서 세정력도 물 같지 않고,"['적당하다', '하니', '갈다', '수분', '오래', '정력']"
3047,너무 좋습니다 포인트주기 캐쥬얼하지도 재질이 않게 사이즈도 무엇보다 딱이고 댄디하지도,너무 좋습니다 포인트 주기 캐쥬얼하지도 재질이 않게 사이즈도 무엇보다 딱이고 댄디하지도,"['좋다', '포인트', '주기', '쥬얼', '지도', '재질', '사이즈', '딱이다']"
3048,추천합니다 찝찝하거나 좋아요 좋아서 좋습니다 않아서 부드럽고 매우 땀이 달라붙지,추천합니다 찝찝하거나 좋아요 좋아서 좋습니다 않아서 부드럽고 매우 땀이 달라붙지,"['추천', '좋다', '좋다', '좋다', '부드럽다', '달라붙다']"
3049,같아요 있을거 도톰해서 없는거 긴팔티셔츠로 아웃스탠딩만한게 ㅋㅋ 빠른배송감사합니다 작지만 유지되는,같아 요 있을 거 도톰해서 없는 거 긴 팔 티셔츠로 아웃스탠딩만 한 게 ㅋㅋ 빠른 배송감사합니다 작지만 유지되는,"['도톰하다', '기다', '티셔츠', '아웃', '스탠', '빠르다', '배송', '감사하다', '유지']"
3050,가성비 퀄리티 코디 충실한 벨트입니다 벨트에 기본 하지 탄탄하고 입어요,가성비 퀄리티 코디 충실한 벨트입니다 벨트에 기본 하지 탄탄하고 입어요,"['가성비', '퀄리티', '코디', '벨트', '벨트', '기본', '탄탄하다', '입다']"
3051,주문했는데 색은 그물같은 기준 길이입니당 니트에요 다홍색 도착했어요 배송 분홍색이고,주문했는데 색은 그물 같은 기준 길이입니 당 니트에 요 다홍색 도착했어요 배송 분홍색이고,"['주문', '기준', '길이', '니트', '도착', '배송', '분홍색']"
3052,입기 가성비 좋으며 재질의 핏과 무난한 니트입니다 니트로 기본 팔리는,입기 가성비 좋으며 재질의 핏과 무난한 니트입니다 니트로 기본 팔리는,"['입다', '가성비', '좋다', '재질', '무난', '니트', '기본']"
3053,한사이즈 마음에 가벼워서 같아요 구매했어요 너무 들어서 러닝용으로도 반업이나 하는거,한 사이즈 마음에 가 벼워서 같아 요 구매했어요 너무 들어서 러닝용으로도 반업이나 하는 거,"['사이즈', '마음', '벼워', '구매', '들어서다', '러닝', '으로도']"
3054,자주 크긴 입는 꽂혀 합니다만 요새 편입니딘 저한테는 오버핏에 얇아서,자주 크긴 입는 꽂혀 합니다만 요새 편입니딘 저한테는 오버핏에 얇아서,"['자주', '크다', '입다', '요새', '편입', '오버핏', '얇다']"
3055,이쁘고 필터 알맞아요 같아서착용감이나 넣기 맘에듭니다 비니핏도 사이즈가 사이즈로 애매했는데,이쁘고 필터 알맞아요 같아서 착용감이나 넣기 맘에 듭니다 비니 핏도 사이즈가 사이즈로 애매했는데,"['예쁘다', '알맞다', '착용', '넣기', '듭니', '비니', '사이즈', '사이즈', '애매하다']"
3056,투웨이 지퍼라 좋아요 좋네요 작아 얇아서 부피가 넣어다니기 가방에,투웨이 지퍼라 좋아요 좋네요 작아 얇아서 부피가 넣어 다니기 가방에,"['투웨이', '지퍼', '좋다', '좋다', '작다', '얇다', '넣다', '다니다', '가방']"
3057,편하게 펑퍼짐하지만 입을거같아요 많이 귀엽고 가벼워서,편하게 펑 퍼짐하지만 입을 거 같아 요 많이 귀엽고 가 벼워서,"['편하다', '퍼지다', '귀엽다', '벼워']"
3058,맘에 들어요 잘맞네요 쓰겠습니다 받았습니다 바지핏 떨어지고 크롭 기장이에요 다닐게욤적당한,맘에 들어 요 잘 맞네요 쓰겠습니다 받았습니다 바지 핏 떨어지고 크롭 기장이에 요 다닐 게 욤 적당한,"['자다', '맞다', '쓰다', '바지', '떨어지다', '크롭', '기장', '다니다', '적당하다']"
3059,힙할것같으기두하궁허리선 후기가 편합니다추천 큰사이즈로 칭찬일색이라 좋아서 입으믄 이쁩니다 살걸그랬나약간 무지하게,힙 할 것 같으기 두 하궁 허리선 후기가 편합니다 추천 큰 사이즈로 칭찬 일색이라 좋아서 입으 믄 이쁩니다 살 걸 그랬나 약간 무지하게,"['허리', '후기', '편하다', '추천', '크다', '사이즈', '칭찬', '좋다', '입다', '예쁘다']"
3060,생각보다 그래도 포인트되거 튀긴하는데 예븐듯 색상이 크네요 총장보고 이뻐유 으로,생각보다 그래도 포인트 되거 튀긴 하는데 예븐 듯 색상이 크네요 총장보고 이 뻐유 으로,"['생각', '포인트', '색상', '크다']"
3061,화이팅입니다 항상 좋아요 애용할 많이 같습니다,화이팅입니다 항상 좋아요 애용할 많이 같습니다,"['항상', '좋다', '애용']"
3062,핏도 통이 정석입니다 정말 적당하게 입어도 이뻐서 예쁜 어디에나 슬랙스입니다,핏도 통이 정석입니다 정말 적당하게 입어도 이 뻐서 예쁜 어디에나 슬랙스입니다,"['적당하다', '입다', '예쁘다']"
3063,하하 최고입니다 제품 자주 있네요 엄청 쓸게요 사고,하하 최고입니다 제품 자주 있네요 엄청 쓸게요 사고,"['최고', '제품', '자주', '쓸다', '사고']"
3064,많이 입고 너머 처음엠 막상 다음에 사이즈로 다니려고 싶었는데 오버핏,많이 입고 너머 처음 엠 막상 다음에 사이즈로 다니려고 싶었는데 오버핏,"['입다', '처음', '막상', '사이즈', '다니다', '오버핏']"
3065,알았는데 같은 색이 아니었네요 물놀이에도 착용할게요 진할줄 주머니인줄 괜찮을 좋은데요이쁘게,알았는데 같은 색이 아니었네요 물놀이에도 착용할게요 진할 줄 주머니인 줄 괜찮을 좋은데요 이쁘게,"['물놀이', '에도', '착용', '진하다', '주머니', '괜찮다', '좋다', '예쁘다']"
3066,이뻐요 핏에 스타일과 같아요마음에 될거 듭니다 반해버롔습니다너무 받는순간 입게 보여서,이 뻐요 핏에 스타일과 같아요 마음에 될 거 듭니다 반해버롔습니다 너무 받는 순간 입 게 보여서,"['스타일', '마음', '듭니', '반하다']"
3067,있어서 잘입겠습니다 따뜻합니다겨울에 기모가 줍니다 제법 무게감이 루즈한 느낌을 편합니다,있어서 잘 입겠습니다 따뜻합니다 겨울에 기 모가 줍니다 제법 무게감이 루즈 한 느낌을 편합니다,"['자다', '입다', '따뜻하다', '겨울', '줍다', '제법', '무게', '루즈', '느낌', '편하다']"
3068,하네요 추가 구매했습니다 그래도 그런김에 들어합니다 마음에 목걸이도 생각보다 선물로,하네요 추가 구매했습니다 그래도 그런 김에 들어합니다 마음에 목걸이도 생각보다 선물로,"['추가', '구매', '마음', '목걸이', '생각', '선물']"
3069,엄청 약간 겨격이 잘입을거같아요좋네요 이뻐서 일단 저렴하고바지도 있네요넥라인부분 작아요 비쳐요,엄청 약간 겨격이 잘 입을 거 같아요 좋네요 이 뻐서 일단 저렴하고 바지도 있네요 넥라인 부분 작아 요 비쳐요,"['자다', '좋다', '저렴하다', '바지', '넥라인', '작다', '비치다']"
3070,힙해요 어울려져 되게 배경색과 프린팅이 선명하고 적절히 일반 고민했는데 단품으로,힙해요 어울려져 되게 배 경색과 프린팅이 선명하고 적절히 일반 고민했는데 단품으로,"['힙해', '어울리다', '되게', '프린팅', '선명하다', '적절하다', '일반', '고민']"
3071,엄청 너무 바르고 먼저 자고 흘리고 더운 시원하고 수분크림 상태에서,엄청 너무 바르고 먼저 자고 흘리고 더운 시원하고 수분크림 상태에서,"['바르다', '먼저', '덥다', '시원하다', '상태']"
3072,회색티가 있어 입으려고 얇은데 세트로 구매했습니다조금 괜찮아요,회색 티가 있어 입으려고 얇은 데 세트로 구매했습니다 조금 괜찮아요,"['회색', '입다', '얇다', '세트', '구매', '괜찮다']"
3073,큰데 커요 제일 작은사이즈 예뻐서 샀는데도 괜찮아요,큰데 커요 제일 작은 사이즈 예뻐서 샀는데도 괜찮아요,"['크다', '크다', '작다', '사이즈', '예쁘다', '사다', '괜찮다']"
3074,최애템ㅠㅠ 두껍지는 사랑 않아서 닉앤니콜 한겨울에는 입어요 잡채 근데 샴푸,최 애템 ㅠㅠ 두껍지는 사랑 않아서 닉앤니콜 한겨울에는 입어요 잡채 근데 샴푸,"['두껍다', '사랑', '한겨울', '입다', '샴푸']"
3075,가격에 너무 바지 슬랙스 안되는 말씀을 디테일까지 많았는데 말도 말도안되는,가격에 너무 바지 슬랙스 안 되는 말씀을 디테일까지 많았는데 말도 말도 안 되는,"['가격', '바지', '슬랙스', '디테일', '많다']"
3076,편하고 좋아요 부드럽고 지금부터 썼을때 겨울까지쓰기에좋아요 잘신고있습니다 매번 꾸준히 기본양말입니다,편하고 좋아요 부드럽고 지금부터 썼을 때 겨울까지 쓰기에 좋아요 잘 신고 있습니다 매번 꾸준히 기본 양말입니다,"['편하다', '좋다', '부드럽다', '겨울', '쓰기', '좋다', '자다', '신고', '꾸준하다', '기본', '양말']"
3077,푹신푹신하고 편해요 완전 신발이 맞춰나온것처럼 나한테,푹신푹신하고 편해요 완전 신발이 맞춰 나온 것처럼 나한테,"['푹신푹신', '편하다', '신발', '맞추다']"
3078,많이 너무 했는데 고민 만족해요 가격때문에 지림 입고 이쁘고 가서,많이 너무 했는데 고민 만족해요 가격 때문에 지림 입고 이 쁘고 가서,"['고민', '만족하다', '가격', '입다']"
3079,쿠폰으로 지대 저렴하게 완전 밝음 맘에들어요 구매했어요,쿠폰으로 지대 저렴하게 완전 밝음 맘에 들어 요 구매했어요,"['쿠폰', '저렴하다', '밝다', '구매']"
3080,너무 덕분에 어느정도 옷을 않고 카라를 제품은 하이넥으로 끝까지 있는,너무 덕분에 어느 정도 옷을 않고 카라를 제품은 하이넥으로 끝까지 있는,"['덕분', '카라', '제품']"
3081,조금 너무 치고는 얇게느껴집니다 그렇지만핏이 이쁘네요기장도 좀더 좋습니다재질은 온즈 중청에,조금 너무 치고는 얇게 느껴집니다 그렇지만 핏이 이 쁘네요 기장도 좀 더 좋습니다 재질은 온즈 중청에,"['치고는', '얇다', '느껴지다', '예쁘네', '기장', '좋다', '재질']"
3082,이쁘고 충분하게 남자가입기에도 딸어지네요 와이드하게 해서하나 완벽하네요 여름마다 셔츠입니다배송빠르고 사줬어요,이쁘고 충분하게 남자가 입기에도 딸어지네요 와이드하게 해서 하나 완벽하네요 여름마다 셔츠입니다 배송 빠르고 사 줬어요,"['예쁘다', '충분하다', '남자', '입다', '따다', '와이드', '완벽하다', '여름', '셔츠', '배송', '빠르다']"
3083,훨씬 사야겠어요 가네요쿠폰 검정호피 댕기는데 두개만 디테일 만듬새에 맞게 모콧,훨씬 사야겠어요 가네요 쿠폰 검정 호피 댕기는 데 두개만 디테일 만 듬새에 맞게 모콧,"['사다', '쿠폰', '검정', '디테일', '맞다']"
